    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
    0,             0,               0,              0,         0,           0,          0
    1,             0,               0,              0,         0,           0,          0
    2,             1,               1,              0,         1,           1,          0
    3,             3,               3,              0,         3,           3,          0
    4,             4,               3,              0,         5,           5,          0
    5,             5,               3,              0,         6,           6,          0
    6,             7,               4,              0,         8,           8,          0
    7,            10,               6,              0,        11,          11,          0
    8,            11,               6,              0,        14,          14,          0
    9,            12,               6,              0,        15,          15,        997
   10,            13,               6,              0,        18,          18,          0
   11,            15,               7,              0,        21,          21,          0
   12,            16,               7,              0,        23,          23,          0
   13,            18,               8,              0,        24,          24,          0
   14,            19,               8,              0,        29,          29,          0
   15,            20,               8,              0,        30,          30,          0
   16,            22,               9,              0,        36,          36,          0
   17,            25,              11,              0,        38,          38,          0
   18,            26,              11,              0,        40,          40,          0
   19,            27,              11,            999,        41,          41,          0
   20,            29,              12,              0,        47,          47,          0
   21,            30,              12,              0,        51,          51,          0
   22,            31,              12,              0,        51,          51,          0
   23,            33,              13,              0,        54,          54,          0
   24,            34,              13,              0,        61,          61,          0
   25,            35,              13,           1024,        62,          62,          0
   26,            36,              13,              0,        62,          62,        979
   27,            37,              13,              0,        63,          63,          0
   28,            41,              16,              0,        72,          72,        999
   29,            43,              17,              0,        75,          75,          0
   30,            44,              17,           1000,        79,          79,          0
   31,            45,              17,              0,        82,          82,        998
   32,            46,              17,              0,        88,          88,          0
   33,            49,              19,           1001,        90,          90,          0
   34,            51,              20,              0,        93,          93,       1006
   35,            55,              23,              0,        95,          95,        999
   36,            56,              23,              0,       101,         101,          0
   37,            57,              23,            998,       102,         102,          0
   38,            59,              24,              0,       104,         104,       1016
   39,            60,              24,              0,       108,         108,          0
   40,            61,              24,              0,       114,         114,          0
   41,            62,              24,              0,       115,         115,       1008
   42,            64,              25,              0,       122,         122,          0
   43,            67,              27,              0,       125,         125,          0
   44,            69,              28,              0,       127,         127,       1002
   45,            70,              28,              0,       131,         131,       1000
   46,            71,              28,              0,       134,         134,          0
   47,            73,              29,            999,       137,         137,          0
   48,            76,              31,            997,       147,         147,          0
   49,            77,              31,              0,       149,         149,          0
   50,            78,              31,           1002,       153,         153,          0
   51,            80,              32,              0,       155,         155,        999
   52,            82,              33,              0,       155,         155,       1018
   53,            83,              33,              0,       160,         160,        999
   54,            84,              33,              0,       161,         161,       1013
   55,            85,              33,              0,       165,         165,        986
   56,            86,              33,              0,       172,         172,          0
   57,            87,              33,            999,       175,         175,          0
   58,            88,              33,           1000,       182,         182,          0
   59,            89,              33,              0,       182,         182,        999
   60,            90,              33,              0,       189,         189,          0
   61,            91,              33,              0,       193,         193,       1022
   62,            92,              33,              0,       198,         198,       1000
   63,            93,              33,              0,       201,         201,        998
   64,            95,              34,              0,       207,         207,        998
   65,            96,              34,              0,       209,         209,       1000
   66,            97,              34,              0,       213,         213,        997
   67,            98,              34,              0,       215,         215,       1000
   68,            99,              34,              0,       217,         217,       1003
   69,           100,              34,              0,       218,         218,        997
   70,           101,              34,              0,       221,         221,        999
   71,           102,              34,              0,       225,         225,        999
   72,           103,              34,              0,       230,         230,       1000
   73,           104,              34,              0,       232,         232,        999
   74,           105,              34,              0,       237,         237,          0
   75,           106,              34,            999,       240,         240,       1002
   76,           107,              34,              0,       240,         240,       1000
   77,           108,              34,            999,       242,         242,          0
   78,           109,              34,              0,       249,         249,        998
   79,           111,              35,           1000,       254,         254,       1002
   80,           112,              35,              0,       261,         261,        997
   81,           113,              35,              0,       263,         263,       1001
   82,           114,              35,           1024,       265,         265,        999
   83,           115,              35,              0,       268,         268,        999
   84,           117,              36,              0,       275,         275,       1000
   85,           118,              36,              0,       278,         278,       1000
   86,           121,              38,              0,       283,         283,       1000
   87,           122,              38,              0,       287,         287,       1036
   88,           123,              38,            964,       290,         290,        978
   89,           124,              38,           1008,       294,         294,        996
   90,           125,              38,            994,       297,         297,        998
   91,           126,              38,              0,       301,         301,       1520
   92,           127,              38,              0,       306,         306,       1024
   93,           128,              38,              0,       310,         310,        999
   94,           129,              38,              0,       311,         311,        999
   95,           130,              38,              0,       319,         319,       1000
   96,           131,              38,            999,       328,         328,       1000
   97,           132,              38,              0,       330,         330,       1000
   98,           133,              38,           1180,       331,         331,        796
   99,           134,              38,              0,       335,         335,       1017
  100,           135,              38,              0,       342,         342,       1000
  101,           137,              39,              0,       344,         344,       2000
  102,           138,              39,              0,       347,         347,        989
  103,           139,              39,              0,       350,         350,        993
  104,           140,              39,              0,       352,         352,       1015
  105,           141,              39,              0,       354,         354,       1000
  106,           142,              39,              0,       359,         359,        999
  107,           144,              40,              0,       364,         364,       1000
  108,           147,              42,              0,       366,         366,        999
  109,           148,              42,              0,       370,         370,       1000
  110,           149,              42,              0,       376,         376,        999
  111,           150,              42,              0,       381,         381,        989
  112,           153,              44,              0,       390,         390,       1010
  113,           154,              44,              0,       393,         393,       1000
  114,           155,              44,              0,       398,         398,        999
  115,           157,              45,              0,       400,         400,        999
  116,           159,              46,              0,       410,         410,       1000
  117,           161,              47,              0,       415,         415,        999
  118,           162,              47,              0,       416,         416,          0
  119,           163,              47,              0,       420,         420,        999
  120,           164,              47,              0,       428,         428,       1000
  121,           165,              47,              0,       431,         431,        999
  122,           166,              47,              0,       440,         440,        999
  123,           167,              47,              0,       441,         441,       1000
  124,           169,              48,              0,       449,         449,       1000
  125,           170,              48,              0,       453,         453,          0
  126,           171,              48,            999,       460,         460,        992
  127,           172,              48,              0,       465,         465,       1007
  128,           174,              49,              0,       470,         470,        999
  129,           175,              49,              0,       472,         472,       1000
  130,           178,              51,              0,       475,         475,       1000
  131,           179,              51,              0,       480,         480,        999
  132,           180,              51,              0,       484,         484,       1000
  133,           182,              52,              0,       483,         483,       1000
  134,           183,              52,              0,       491,         491,        999
  135,           184,              52,           1000,       489,         489,        999
  136,           186,              53,              0,       499,         499,       1000
  137,           189,              55,              0,       501,         501,       1000
  138,           190,              55,              0,       501,         501,       1993
  139,           192,              56,              0,       503,         503,        994
  140,           193,              56,              0,       508,         508,       1000
  141,           194,              56,              0,       515,         515,        998
  142,           195,              56,              0,       514,         514,       1000
  143,           196,              56,              0,       521,         521,        999
  144,           197,              56,              0,       526,         526,       1000
  145,           200,              58,              0,       530,         530,       1000
  146,           204,              61,              0,       535,         535,        999
  147,           205,              61,              0,       536,         536,       1000
  148,           206,              61,            999,       546,         546,       1000
  149,           207,              61,              0,       547,         547,        999
  150,           208,              61,           1001,       549,         549,        999
  151,           209,              61,              0,       554,         554,       1000
  152,           210,              61,              0,       556,         556,       1999
  153,           211,              61,              0,       562,         562,       1000
  154,           213,              62,              0,       559,         559,       1000
  155,           214,              62,            999,       567,         567,        999
  156,           215,              62,              0,       575,         575,       1000
  157,           216,              62,           1000,       578,         578,        999
  158,           217,              62,              0,       587,         587,       1001
  159,           219,              63,           1000,       587,         587,        999
  160,           220,              63,              0,       599,         599,       2001
  161,           224,              66,              0,       603,         603,        997
  162,           228,              69,              0,       605,         605,        999
  163,           229,              69,              0,       607,         607,       1000
  164,           230,              69,           1000,       614,         614,        999
  165,           231,              69,              0,       613,         613,       1000
  166,           232,              69,            999,       618,         618,       1000
  167,           233,              69,              0,       628,         628,       1507
  168,           236,              71,              0,       629,         629,       2001
  169,           237,              71,              0,       636,         636,       1000
  170,           238,              71,           1000,       637,         637,       1003
  171,           239,              71,              0,       642,         642,       1998
  172,           240,              71,              0,       647,         647,       1000
  173,           241,              71,            999,       649,         649,        999
  174,           242,              71,              0,       657,         657,       1999
  175,           244,              72,              0,       665,         665,       1000
  176,           247,              74,            999,       664,         664,       1000
  177,           249,              75,              0,       669,         669,       1999
  178,           250,              75,              0,       675,         675,       1000
  179,           251,              75,            999,       678,         678,        999
  180,           253,              76,              0,       686,         686,        999
  181,           256,              78,              0,       693,         693,       1000
  182,           259,              80,              0,       694,         694,        999
  183,           261,              81,              0,       698,         698,       2001
  184,           262,              81,              0,       712,         712,        999
  185,           263,              81,            999,       717,         717,       1000
  186,           264,              81,            999,       714,         714,        999
  187,           266,              82,              0,       719,         719,       2000
  188,           268,              83,              0,       728,         728,       1999
  189,           271,              85,              0,       731,         731,       2000
  190,           274,              87,              0,       737,         737,       2000
  191,           275,              87,              0,       748,         748,       1000
  192,           276,              87,              0,       762,         762,       1000
  193,           277,              87,            999,       764,         764,        999
  194,           278,              87,           1000,       759,         759,       1000
  195,           279,              87,              0,       762,         762,       1000
  196,           280,              87,              0,       765,         765,       1999
  197,           281,              87,              0,       768,         768,       2000
  198,           282,              87,              0,       776,         776,       1999
  199,           283,              87,              0,       778,         778,       1999
  200,           284,              87,              0,       788,         788,       2000
  201,           285,              87,              0,       790,         790,       2000
  202,           286,              87,              0,       792,         792,       2000
  203,           287,              87,              0,       794,         794,       2000
  204,           288,              87,              0,       800,         800,       2002
  205,           290,              88,              0,       805,         805,       1998
  206,           293,              90,              0,       808,         808,       2000
  207,           294,              90,              0,       819,         819,       2000
  208,           295,              90,              0,       810,         810,       1999
  209,           297,              91,              0,       812,         812,       2000
  210,           300,              93,              0,       824,         824,       2000
  211,           303,              95,              0,       830,         830,       2000
  212,           306,              97,           1001,       837,         837,        998
  213,           307,              97,           1001,       844,         844,        999
  214,           308,              97,           1000,       842,         842,        999
  215,           309,              97,              0,       854,         854,       2000
  216,           310,              97,              0,       848,         848,       1999
  217,           311,              97,              0,       852,         852,       2000
  218,           312,              97,              0,       860,         860,       2000
  219,           313,              97,              0,       865,         865,       2512
  220,           314,              97,              0,       873,         873,       2002
  221,           315,              97,              0,       881,         881,        999
  222,           317,              98,           1000,       888,         888,       1000
  223,           318,              98,           1000,       889,         889,       1999
  224,           319,              98,              0,       891,         891,       2000
  225,           320,              98,              0,       895,         895,       1999
  226,           321,              98,              0,       905,         905,       2001
  227,           322,              98,            999,       909,         909,        999
  228,           325,             100,              0,       916,         916,       2000
  229,           330,             104,              0,       921,         921,       1999
  230,           331,             104,              0,       932,         932,       1000
  231,           332,             104,            999,       932,         932,       2000
  232,           333,             104,              0,       937,         937,       1999
  233,           334,             104,           1001,       941,         941,       1998
  234,           335,             104,              0,       943,         943,       1999
  235,           336,             104,              0,       953,         953,       2000
  236,           339,             106,           1000,       955,         955,       2000
  237,           341,             107,              0,       957,         957,       1998
  238,           344,             109,              0,       970,         970,       2000
  239,           345,             109,           1000,       974,         974,       2000
  240,           346,             109,              0,       984,         984,       1999
  241,           347,             109,           1000,       985,         985,       2000
  242,           348,             109,              0,       985,         985,       1999
  243,           349,             109,              0,       994,         994,        999
  244,           350,             109,              0,      1006,        1006,       1999
  245,           351,             109,              0,      1010,        1010,       2000
  246,           353,             110,           1000,      1010,        1010,       2000
  247,           355,             111,              0,      1018,        1018,        999
  248,           357,             112,              0,      1029,        1029,       2000
  249,           360,             114,              0,      1035,        1035,       1999
  250,           361,             114,           1000,      1041,        1041,       2000
  251,           362,             114,              0,      1043,        1043,       1999
  252,           364,             115,           1000,      1049,        1049,       2000
  253,           365,             115,              0,      1055,        1055,       2222
  254,           366,             115,            996,      1063,        1063,       2000
  255,           368,             116,              0,      1076,        1076,       1998
  256,           371,             118,           1000,      1079,        1079,       1999
  257,           374,             120,              0,      1082,        1082,       2000
  258,           377,             122,           1000,      1077,        1077,       2000
  259,           378,             122,            999,      1085,        1085,       1999
  260,           379,             122,              0,      1088,        1088,       2000
  261,           380,             122,              0,      1087,        1087,       1999
  262,           381,             122,              0,      1102,        1102,       2000
  263,           382,             122,            999,      1105,        1105,       1999
  264,           383,             122,              0,      1105,        1105,       2000
  265,           384,             122,              0,      1106,        1106,       1999
  266,           386,             123,            999,      1101,        1101,       2000
  267,           387,             123,              0,      1114,        1114,       2000
  268,           388,             123,              0,      1119,        1119,       2000
  269,           389,             123,              0,      1122,        1122,       7002
  270,           390,             123,              0,      1120,        1120,       3995
  271,           391,             123,           1001,      1128,        1128,       3001
  272,           392,             123,           1001,      1137,        1137,       2999
  273,           393,             123,              0,      1138,        1138,       2998
  274,           394,             123,              0,      1143,        1143,       2999
  275,           395,             123,              0,      1144,        1144,       3002
  276,           396,             123,              0,      1142,        1142,       3014
  277,           397,             123,            982,      1149,        1149,       4017
  278,           398,             123,              0,      1149,        1149,       3001
  279,           399,             123,           1001,      1159,        1159,       3983
  280,           402,             125,              0,      1159,        1159,       3000
  281,           407,             129,              0,      1169,        1169,       2999
  282,           408,             129,           1001,      1176,        1176,       4004
  283,           409,             129,           1000,      1175,        1175,       4012
  284,           410,             129,            999,      1184,        1184,       3001
  285,           413,             131,              0,      1185,        1185,       3514
  286,           414,             131,           1007,      1196,        1196,       3997
  287,           415,             131,            999,      1200,        1200,       4003
  288,           417,             132,           1007,      1198,        1198,       1996
  289,           418,             132,           1001,      1201,        1201,       1997
  290,           419,             132,              0,      1210,        1210,       2001
  291,           420,             132,            999,      1219,        1219,       2000
  292,           421,             132,           1000,      1222,        1222,       2997
  293,           423,             133,            999,      1225,        1225,       3000
  294,           425,             134,              0,      1222,        1222,       3000
  295,           426,             134,              0,      1233,        1233,       4015
  296,           427,             134,              0,      1235,        1235,       2012
  297,           428,             134,              0,      1241,        1241,       1986
  298,           430,             135,            998,      1248,        1248,       3000
  299,           432,             136,              0,      1250,        1250,       4011
  300,           433,             136,              0,      1252,        1252,       3003
  301,           434,             136,              0,      1254,        1254,       3000
  302,           435,             136,              0,      1269,        1269,       2986
  303,           436,             136,           1003,      1269,        1269,       1996
  304,           437,             136,           1000,      1269,        1269,       3003
  305,           438,             136,              0,      1274,        1274,       1997
  306,           439,             136,            999,      1283,        1283,       1999
  307,           442,             138,           1000,      1290,        1290,       4030
  308,           443,             138,            971,      1291,        1291,       4017
  309,           444,             138,              0,      1292,        1292,       1995
  310,           445,             138,              0,      1296,        1296,       3015
  311,           446,             138,              0,      1306,        1306,       4010
  312,           447,             138,            978,      1311,        1311,       4005
  313,           450,             140,           1013,      1313,        1313,       4206
  314,           452,             141,           1000,      1323,        1323,       4002
  315,           453,             141,           1008,      1330,        1330,       4286
  316,           454,             141,              0,      1336,        1336,       4173
  317,           455,             141,              0,      1344,        1344,       4007
  318,           456,             141,            999,      1339,        1339,       4998
  319,           457,             141,              0,      1353,        1353,       1984
  320,           458,             141,           1003,      1362,        1362,       2011
  321,           459,             141,            999,      1364,        1364,       2991
  322,           460,             141,           1017,      1369,        1369,       2978
  323,           462,             142,              0,      1376,        1376,       2001
  324,           464,             143,            999,      1370,        1370,       1999
  325,           465,             143,              0,      1374,        1374,       3000
  326,           466,             143,              0,      1380,        1380,       1999
  327,           467,             143,              0,      1382,        1382,       3012
  328,           468,             143,              0,      1397,        1397,       3000
  329,           469,             143,            999,      1400,        1400,       1999
  330,           470,             143,              0,      1393,        1393,       3000
  331,           471,             143,              0,      1396,        1396,       3000
  332,           473,             144,           1000,      1405,        1405,       2000
  333,           476,             146,              0,      1408,        1408,       3000
  334,           477,             146,              0,      1430,        1430,       2000
  335,           479,             147,            999,      1429,        1429,       2989
  336,           480,             147,              0,      1425,        1425,       3010
  337,           481,             147,           1000,      1429,        1429,       2000
  338,           482,             147,              0,      1439,        1439,       2538
  339,           483,             147,            999,      1446,        1446,       3000
  340,           484,             147,              0,      1439,        1439,       1985
  341,           487,             149,           1014,      1442,        1442,       3000
  342,           488,             149,              0,      1461,        1461,       3000
  343,           489,             149,           1000,      1468,        1468,       3000
  344,           490,             149,              0,      1465,        1465,       3000
  345,           491,             149,           1000,      1472,        1472,       1999
  346,           492,             149,              0,      1466,        1466,       3000
  347,           493,             149,           1000,      1480,        1480,       2000
  348,           494,             149,              0,      1490,        1490,       3015
  349,           495,             149,            999,      1490,        1490,       3000
  350,           496,             149,              0,      1504,        1504,       2999
  351,           497,             149,            999,      1513,        1513,       3000
  352,           500,             151,              0,      1504,        1504,       2000
  353,           501,             151,           1000,      1508,        1508,       2986
  354,           502,             151,            864,      1523,        1523,       3139
  355,           504,             152,              0,      1522,        1522,       3428
  356,           506,             153,              0,      1525,        1525,       2999
  357,           507,             153,            999,      1531,        1531,       3000
  358,           508,             153,              0,      1534,        1534,       2999
  359,           510,             154,              0,      1541,        1541,       2985
  360,           513,             156,              0,      1554,        1554,       2998
  361,           514,             156,           1000,      1555,        1555,       3000
  362,           515,             156,              0,      1565,        1565,       3000
  363,           516,             156,           1000,      1574,        1574,       3000
  364,           517,             156,           1000,      1568,        1568,       3000
  365,           518,             156,              0,      1572,        1572,       3000
  366,           520,             157,              0,      1580,        1580,       3540
  367,           523,             159,              0,      1583,        1583,       3000
  368,           527,             162,           1000,      1600,        1600,       3000
  369,           528,             162,           1000,      1604,        1604,       3000
  370,           529,             162,              0,      1619,        1619,       3001
  371,           530,             162,            998,      1621,        1621,       3000
  372,           532,             163,           1000,      1614,        1614,       3000
  373,           534,             164,            999,      1621,        1621,       3000
  374,           535,             164,              0,      1626,        1626,       3985
  375,           536,             164,              0,      1638,        1638,       2996
  376,           538,             165,           1000,      1641,        1641,       3000
  377,           540,             166,           1000,      1646,        1646,       3000
  378,           541,             166,              0,      1649,        1649,       4000
  379,           542,             166,           1000,      1659,        1659,       2999
  380,           544,             167,           1000,      1660,        1660,       2999
  381,           545,             167,              0,      1668,        1668,       4003
  382,           546,             167,            295,      1686,        1686,       3512
  383,           547,             167,            998,      1690,        1690,       3000
  384,           550,             169,           1000,      1701,        1701,       2998
  385,           553,             171,              0,      1702,        1702,       3994
  386,           554,             171,           1005,      1716,        1716,       3000
  387,           555,             171,              0,      1713,        1713,       4000
  388,           556,             171,              0,      1711,        1711,       4002
  389,           557,             171,            998,      1713,        1713,       4560
  390,           559,             172,           1018,      1717,        1717,       3980
  391,           560,             172,              0,      1722,        1722,       5002
  392,           561,             172,              0,      1728,        1728,       4013
  393,           562,             172,              0,      1729,        1729,       5003
  394,           564,             173,            982,      1731,        1731,       2998
  395,           565,             173,            998,      1735,        1735,       4018
  396,           566,             173,           1002,      1746,        1746,       3999
  397,           568,             174,           1004,      1754,        1754,       3979
  398,           570,             175,              0,      1752,        1752,       4015
  399,           571,             175,              0,      1759,        1759,       2988
  400,           572,             175,            998,      1771,        1771,       4000
  401,           573,             175,              0,      1773,        1773,       2999
  402,           575,             176,              0,      1775,        1775,       3000
  403,           578,             178,           1000,      1781,        1781,       3000
  404,           579,             178,           1001,      1787,        1787,       3985
  405,           580,             178,           1014,      1793,        1793,       2998
  406,           581,             178,           1000,      1789,        1789,       4000
  407,           582,             178,              0,      1794,        1794,       3999
  408,           583,             178,           1004,      1805,        1805,       4998
  409,           586,             180,           1001,      1806,        1806,       7230
  410,           590,             183,            998,      1810,        1810,       5988
  411,           591,             183,            999,      1819,        1819,       3996
  412,           592,             183,           1000,      1818,        1818,       3000
  413,           593,             183,           1000,      1821,        1821,       3997
  414,           594,             183,           1004,      1845,        1845,       5995
  415,           595,             183,              0,      1844,        1844,       6002
  416,           596,             183,           1000,      1841,        1841,       5007
  417,           597,             183,            995,      1842,        1842,       5005
  418,           599,             184,            999,      1845,        1845,       3996
  419,           602,             186,            999,      1846,        1846,       5996
  420,           603,             186,           1016,      1860,        1860,       2977
  421,           604,             186,           1000,      1863,        1863,       4009
  422,           605,             186,            994,      1873,        1873,       3002
  423,           606,             186,           1004,      1869,        1869,       3998
  424,           607,             186,              0,      1882,        1882,       3997
  425,           608,             186,           1002,      1889,        1889,       4997
  426,           610,             187,           1002,      1895,        1895,       3512
  427,           611,             187,           1000,      1901,        1901,       4000
  428,           613,             188,              0,      1896,        1896,       3997
  429,           614,             188,            997,      1903,        1903,       3998
  430,           615,             188,           1000,      1916,        1916,       3999
  431,           616,             188,              0,      1923,        1923,       4003
  432,           618,             189,              0,      1912,        1912,       3995
  433,           619,             189,           1015,      1916,        1916,       4000
  434,           620,             189,              0,      1930,        1930,       3990
  435,           621,             189,              0,      1932,        1932,       3012
  436,           622,             189,              0,      1942,        1942,       3999
  437,           623,             189,           1000,      1945,        1945,       4000
  438,           625,             190,              0,      1953,        1953,       3989
  439,           626,             190,              0,      1955,        1955,       3997
  440,           627,             190,           1000,      1966,        1966,       4000
  441,           629,             191,           1000,      1971,        1971,       5002
  442,           631,             192,            999,      1991,        1991,       3998
  443,           632,             192,              0,      1986,        1986,       3998
  444,           633,             192,           1006,      1994,        1994,       6016
  445,           634,             192,            981,      2000,        2000,       3526
  446,           635,             192,           1016,      2004,        2004,       4001
  447,           638,             194,           1003,      2008,        2008,       4985
  448,           640,             195,            996,      2011,        2011,       5016
  449,           644,             198,              0,      2016,        2016,       4990
  450,           645,             198,            999,      2029,        2029,       5003
  451,           646,             198,            995,      2026,        2026,       4012
  452,           648,             199,            984,      2041,        2041,       6000
  453,           651,             201,           2001,      2046,        2046,       3997
  454,           652,             201,           1000,      2049,        2049,       5018
  455,           653,             201,            992,      2055,        2055,       4997
  456,           655,             202,            998,      2053,        2053,       4997
  457,           657,             203,           1002,      2057,        2057,       3997
  458,           660,             205,           1008,      2070,        2070,       4993
  459,           663,             207,            999,      2089,        2089,       5004
  460,           664,             207,           1000,      2087,        2087,       5000
  461,           665,             207,           1000,      2090,        2090,       5003
  462,           666,             207,            998,      2097,        2097,       5372
  463,           667,             207,           1997,      2096,        2096,       7004
  464,           668,             207,            983,      2107,        2107,       5977
  465,           669,             207,           2000,      2111,        2111,       7002
  466,           670,             207,           1008,      2115,        2115,       6983
  467,           672,             208,           1003,      2130,        2130,       7007
  468,           674,             209,            984,      2123,        2123,       5998
  469,           676,             210,           1007,      2133,        2133,       5993
  470,           677,             210,           1000,      2143,        2143,       4002
  471,           678,             210,              0,      2146,        2146,       4987
  472,           680,             211,            999,      2148,        2148,       5013
  473,           681,             211,           1015,      2153,        2153,       5986
  474,           682,             211,            999,      2158,        2158,       4999
  475,           683,             211,           1015,      2160,        2160,       3547
  476,           684,             211,           1000,      2180,        2180,       3983
  477,           685,             211,           1000,      2180,        2180,       5009
  478,           686,             211,           1001,      2190,        2190,       4000
  479,           687,             211,           1000,      2193,        2193,       3990
  480,           688,             211,           1002,      2204,        2204,       6991
  481,           689,             211,           2002,      2208,        2208,       9005
  482,           690,             211,           1993,      2209,        2209,       6005
  483,           691,             211,           1005,      2222,        2222,       6997
  484,           692,             211,           1013,      2209,        2209,       4984
  485,           695,             213,              0,      2218,        2218,       6000
  486,           696,             213,           1013,      2236,        2236,       3982
  487,           697,             213,           1000,      2239,        2239,       4001
  488,           698,             213,              0,      2252,        2252,       4003
  489,           699,             213,           1001,      2257,        2257,       3992
  490,           701,             214,            999,      2263,        2263,       3520
  491,           702,             214,              0,      2268,        2268,       4001
  492,           703,             214,            999,      2262,        2262,       4011
  493,           705,             215,           1000,      2272,        2272,       4000
  494,           706,             215,              0,      2290,        2290,       3999
  495,           707,             215,           1000,      2294,        2294,       3985
  496,           709,             216,           1014,      2294,        2294,       3999
  497,           711,             217,              0,      2300,        2300,       4011
  498,           712,             217,            985,      2313,        2313,       4001
